Sn,movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,imdb_score,budget,gross,profit_percent,Hit/Flop
165,Stealth,Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,Action|Adventure|Sci-Fi|Thriller,5,135000000,31704416,-0.765152474,FLOP
166,Watchmen,Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,Action|Drama|Mystery|Sci-Fi,7.7,130000000,107503316,-0.173051415,FLOP
167,Lethal Weapon 4,Richard Donner,Jet Li,Rene Russo,Darlene Love,Action|Crime|Thriller,6.6,140000000,129734803,-0.073322836,FLOP
168,Hulk,Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,Action|Sci-Fi,5.7,137000000,132122995,-0.035598577,FLOP
169,G.I. Joe: Retaliation,Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,Action|Adventure|Sci-Fi|Thriller,5.8,130000000,122512052,-0.0575996,FLOP
170,Sahara,Breck Eisner,Matthew McConaughey,Rainn Wilson,Delroy Lindo,Action|Adventure|Comedy|Thriller,6,130000000,68642452,-0.471981138,FLOP
171,Final Fantasy: The Spirits Within,Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,6.4,137000000,32131830,-0.765461095,FLOP
172,Captain America: The First Avenger,Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,Action|Adventure|Sci-Fi,6.9,140000000,176636816,0.261691543,HIT
173,The World Is Not Enough,Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Action|Adventure|Thriller,6.4,135000000,126930660,-0.059772889,FLOP
174,Master and Commander: The Far Side of the World,Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,Action|Adventure|Drama|History|War,7.4,150000000,93926386,-0.373824093,FLOP
175,The Twilight Saga: Breaking Dawn - Part 2,Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure|Drama|Fantasy|Romance,5.5,120000000,292298923,1.435824358,HIT
176,Happy Feet 2,George Miller,Robin Williams,Brad Pitt,Common,Animation|Comedy|Family|Musical,5.9,135000000,63992328,-0.525982756,FLOP
177,The Incredible Hulk,Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,Action|Adventure|Sci-Fi,6.8,150000000,134518390,-0.103210733,FLOP
179,The BFG,Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,Adventure|Family|Fantasy,6.8,140000000,52792307,-0.622912093,FLOP
180,The Revenant,Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Adventure|Drama|Thriller|Western,8.1,135000000,183635922,0.360266089,HIT
181,Turbo,David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Adventure|Animation|Comedy|Family|Sport,6.5,135000000,83024900,-0.385000741,FLOP
182,Rango,Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,Adventure|Animation|Comedy|Family|Western,7.2,135000000,123207194,-0.087354119,FLOP
183,Penguins of Madagascar,Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Adventure|Animation|Comedy|Family,6.7,132000000,83348920,-0.368568788,FLOP
184,The Bourne Ultimatum,Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,Action|Mystery|Thriller,8.1,110000000,227137090,1.064882636,HIT
185,Kung Fu Panda,Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Action|Adventure|Animation|Comedy|Family,7.6,130000000,215395021,0.656884777,HIT
186,Ant-Man,Peyton Reed,Judy Greer,Hayley Atwell,T.I.,Action|Adventure|Comedy|Sci-Fi,7.4,130000000,180191634,0.386089492,HIT
187,The Hunger Games: Catching Fire,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Adventure|Sci-Fi|Thriller,7.6,130000000,424645577,2.266504438,HIT
188,The Twilight Saga: Breaking Dawn - Part 2,Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure|Drama|Fantasy|Romance,5.5,120000000,292298923,1.435824358,HIT
189,Home,Tim Johnson,Jim Parsons,Matt Jones,April Winchell,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,6.7,135000000,177343675,0.313656852,HIT
190,War of the Worlds,Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Adventure|Sci-Fi|Thriller,6.5,132000000,234277056,0.774826182,HIT
191,Bad Boys II,Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,Action|Comedy|Crime|Thriller,6.6,130000000,138396624,0.064589415,HIT
192,Puss in Boots,Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Action|Adventure|Animation|Comedy|Family|Fantasy,6.7,130000000,149234747,0.147959592,HIT
193,Salt,Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,Action|Crime|Mystery|Thriller,6.4,110000000,118311368,0.075557891,HIT
194,Noah,Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Action|Adventure|Drama,5.8,125000000,101160529,-0.190715768,FLOP
195,The Adventures of Tintin,Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Action|Adventure|Family|Mystery,7.4,135000000,77564037,-0.425451578,FLOP
196,Harry Potter and the Prisoner of Azkaban,Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure|Family|Fantasy|Mystery,7.8,130000000,249358727,0.918144054,HIT
197,Australia,Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Adventure|Drama|Romance|War,6.6,130000000,49551662,-0.618833369,FLOP
198,After Earth,M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,Action|Adventure|Sci-Fi,4.9,130000000,60522097,-0.534445408,FLOP
199,Dinosaur,Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Adventure|Animation|Family|Thriller,6.5,127500000,137748063,0.080376965,HIT
201,Night at the Museum: Secret of the Tomb,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure|Comedy|Family|Fantasy,6.2,127000000,113733726,-0.10445885,FLOP
202,Megamind,Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,Action|Animation|Comedy|Family|Sci-Fi,7.3,130000000,148337537,0.141057977,HIT
203,Harry Potter and the Sorcerer's Stone,Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Adventure|Family|Fantasy,7.5,125000000,317557891,1.540463128,HIT
204,R.I.P.D.,Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Action|Comedy|Fantasy,5.6,130000000,33592415,-0.741596808,FLOP
206,Pirates of the Caribbean: The Curse of the Black Pearl,Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action|Adventure|Fantasy,8.1,140000000,305388685,1.18134775,HIT
208,The Hunger Games: Mockingjay - Part 1,Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Adventure|Sci-Fi|Thriller,6.7,125000000,337103873,1.696830984,HIT
209,The Da Vinci Code,Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,Mystery|Thriller,6.6,125000000,217536138,0.740289104,HIT
210,Rio 2,Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Adventure|Animation|Comedy|Family|Musical,6.4,103000000,131536019,0.277048728,HIT
211,X-Men 2,Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Action|Adventure|Fantasy|Sci-Fi|Thriller,7.5,110000000,214948780,0.954079818,HIT
212,Fast Five,Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,Action|Crime|Thriller,7.3,125000000,209805005,0.67844004,HIT
213,Sherlock Holmes: A Game of Shadows,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Action|Adventure|Crime|Mystery|Thriller,7.5,125000000,186830669,0.494645352,HIT
214,Clash of the Titans,Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos,Action|Adventure|Fantasy,5.8,125000000,163192114,0.305536912,HIT
215,Total Recall,Paul Verhoeven,Ronny Cox,Rachel Ticotin,Marshall Bell,Action|Sci-Fi,7.5,65000000,119412921,0.837121862,HIT
216,The 13th Warrior,John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,Action|Adventure|History,6.6,85000000,32694788,-0.615355435,FLOP
217,The Bourne Legacy,Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,Action|Adventure|Thriller,6.7,125000000,113165635,-0.09467492,FLOP
218,Batman & Robin,Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,Action,3.7,125000000,107285004,-0.141719968,FLOP
219,How the Grinch Stole Christmas,Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,Comedy|Family|Fantasy,6,123000000,260031035,1.114073455,HIT
220,The Day After Tomorrow,Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Action|Adventure|Sci-Fi|Thriller,6.4,125000000,186739919,0.493919352,HIT
221,Mission: Impossible II,John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,Action|Adventure|Thriller,6.1,125000000,215397307,0.723178456,HIT
222,The Perfect Storm,Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Action|Adventure|Drama|Thriller,6.4,140000000,182618434,0.304417386,HIT
223,Fantastic 4: Rise of the Silver Surfer,Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,Action|Adventure|Sci-Fi|Thriller,5.6,130000000,131920333,0.014771792,HIT
224,Life of Pi,Ang Lee,Suraj Sharma,Rafe Spall,Tabu,Adventure|Drama|Fantasy,8,120000000,124976634,0.04147195,HIT
225,Ghost Rider,Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Action|Fantasy|Thriller,5.2,110000000,115802596,0.052750873,HIT
226,Jason Bourne,Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,Action|Thriller,7.1,120000000,108521835,-0.095651375,FLOP
227,Charlie's Angels: Full Throttle,McG,Demi Moore,Bernie Mac,Justin Theroux,Action|Adventure|Comedy|Crime,4.8,120000000,100685880,-0.160951,FLOP
228,Prometheus,Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,Adventure|Mystery|Sci-Fi,7,130000000,126464904,-0.027193046,FLOP
229,Stuart Little 2,Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,Adventure|Animation|Comedy|Family|Fantasy,5.4,120000000,64736114,-0.460532383,FLOP
230,Elysium,Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,Action|Drama|Sci-Fi|Thriller,6.6,115000000,93050117,-0.190868548,FLOP
231,The Chronicles of Riddick,David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,Action|Adventure|Sci-Fi|Thriller,6.7,105000000,57637485,-0.451071571,FLOP
232,RoboCop,José Padilha,Gary Oldman,Abbie Cornish,Jennifer Ehle,Action|Crime|Sci-Fi|Thriller,6.2,100000000,58607007,-0.41392993,FLOP
233,Speed Racer,Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,Action|Family|Sport,6.1,120000000,43929341,-0.633922158,FLOP
234,How Do You Know,James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Comedy|Drama|Romance,5.3,120000000,30212620,-0.748228167,FLOP
235,Knight and Day,James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,Action|Comedy|Romance,6.3,117000000,76418654,-0.346849111,FLOP
236,Oblivion,Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,Action|Adventure|Mystery|Sci-Fi,7,120000000,89021735,-0.258152208,FLOP
237,Star Wars: Episode III - Revenge of the Sith,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action|Adventure|Fantasy|Sci-Fi,7.6,113000000,380262555,2.365155354,HIT
238,Star Wars: Episode II - Attack of the Clones,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action|Adventure|Fantasy|Sci-Fi,6.7,115000000,310675583,1.701526809,HIT
239,"Monsters, Inc.",Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,Adventure|Animation|Comedy|Family|Fantasy,8.1,115000000,289907418,1.52093407,HIT
240,The Wolverine,James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima,Action|Adventure|Sci-Fi|Thriller,6.7,120000000,132550960,0.104591333,HIT
241,Star Wars: Episode I - The Phantom Menace,George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,Action|Adventure|Fantasy|Sci-Fi,6.5,115000000,474544677,3.126475452,HIT
242,The Croods,Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage,Adventure|Animation|Comedy|Family|Fantasy,7.3,135000000,187165546,0.386411452,HIT
244,Windtalkers,John Woo,Nicolas Cage,Roger Willie,Noah Emmerich,Action|Drama|War,6,115000000,40911830,-0.644244957,FLOP
245,The Huntsman: Winter's War,Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,Action|Adventure|Drama|Fantasy,6.1,115000000,47952020,-0.583025913,FLOP
246,Teenage Mutant Ninja Turtles,Jonathan Liebesman,Noel Fisher,Danny Woodburn,Jeremy Howard,Action|Adventure|Comedy|Sci-Fi,5.9,125000000,190871240,0.52696992,HIT
247,Gravity,Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren,Adventure|Drama|Sci-Fi|Thriller,7.8,100000000,274084951,1.74084951,HIT
248,Dante's Peak,Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,Action|Adventure|Thriller,5.8,116000000,67155742,-0.42107119,FLOP
249,Teenage Mutant Ninja Turtles: Out of the Shadows,Dave Green,Stephen Amell,Noel Fisher,Brad Garrett,Action|Adventure|Comedy|Sci-Fi,6.3,135000000,81638674,-0.395269081,FLOP
250,Fantastic Four,Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,Action|Adventure|Sci-Fi,4.3,120000000,56114221,-0.532381492,FLOP
251,Night at the Museum,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Action|Adventure|Comedy|Family|Fantasy,6.4,110000000,250863268,1.280575164,HIT
252,San Andreas,Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,Action|Adventure|Drama|Thriller,6.1,110000000,155181732,0.410743018,HIT
253,Tomorrow Never Dies,Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,Action|Adventure|Thriller,6.5,110000000,125332007,0.139381882,HIT
254,The Patriot,Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,Action|Drama|History|War,7.1,110000000,113330342,0.030275836,HIT
255,Ocean's Twelve,Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden,Crime|Thriller,6.4,110000000,125531634,0.141196673,HIT
256,Mr. & Mrs. Smith,Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March,Action|Comedy|Crime|Romance|Thriller,6.5,120000000,186336103,0.552800858,HIT
257,Insurgent,Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer,Adventure|Sci-Fi|Thriller,6.3,110000000,129995817,0.181780155,HIT
258,The Aviator,Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy,Biography|Drama,7.5,110000000,102608827,-0.067192482,FLOP
259,Gulliver's Travels,Rob Letterman,James Corden,Catherine Tate,Olly Alexander,Adventure|Comedy|Family|Fantasy,4.9,112000000,42776259,-0.618069116,FLOP
260,The Green Hornet,Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,Action|Comedy|Crime|Sci-Fi|Thriller,5.8,120000000,98780042,-0.176832983,FLOP
261,300: Rise of an Empire,Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah,Action|Drama|Fantasy|War,6.2,110000000,106369117,-0.033008027,FLOP
262,The Smurfs,Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley,Adventure|Animation|Comedy|Family|Fantasy,5.5,110000000,142614158,0.296492345,HIT
263,Home on the Range,Will Finn,Steve Buscemi,Roseanne Barr,G.W. Bailey,Animation|Comedy|Family|Music|Western,5.4,110000000,50026353,-0.545214973,FLOP
264,Allegiant,Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz,Action|Adventure|Mystery|Sci-Fi|Thriller,5.8,110000000,66002193,-0.399980064,FLOP
265,Real Steel,Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda,Action|Drama|Sci-Fi|Sport,7.1,110000000,85463309,-0.223060827,FLOP
266,The Smurfs 2,Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,Adventure|Animation|Comedy|Family|Fantasy,5.4,105000000,71017784,-0.323640152,FLOP
267,Speed 2: Cruise Control,Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,Action|Crime|Romance|Thriller,3.7,160000000,48068396,-0.699572525,FLOP
268,Ender's Game,Gavin Hood,Harrison Ford,Moises Arias,Aramis Knight,Action|Sci-Fi,6.7,110000000,61656849,-0.439483191,FLOP
269,Live Free or Die Hard,Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,Action|Adventure|Thriller,7.2,110000000,134520804,0.2229164,HIT
270,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action|Adventure|Drama|Fantasy,8.8,93000000,313837577,2.374597602,HIT
271,Around the World in 80 Days,Frank Coraci,Jim Broadbent,Steve Coogan,Cécile De France,Action|Adventure|Comedy,5.8,110000000,24004159,-0.781780373,FLOP
272,Ali,Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton,Biography|Drama|Sport,6.8,107000000,58183966,-0.456224617,FLOP
273,The Cat in the Hat,Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin,Adventure|Comedy|Family|Fantasy,3.8,109000000,100446895,-0.078468853,FLOP
274,"I, Robot",Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride,Action|Mystery|Sci-Fi|Thriller,7.1,120000000,144795350,0.206627917,HIT
275,Kingdom of Heaven,Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,Action|Adventure|Drama|History|War,7.2,130000000,47396698,-0.635410015,FLOP
276,Stuart Little,Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones,Adventure|Comedy|Family|Fantasy,5.9,133000000,140015224,0.052746045,HIT
277,The Princess and the Frog,Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,Animation|Family|Fantasy|Musical|Romance,7.1,105000000,104374107,-0.005960886,FLOP
278,The Martian,Ridley Scott,Matt Damon,Donald Glover,Benedict Wong,Adventure|Drama|Sci-Fi,8.1,108000000,228430993,1.115101787,HIT
280,The Island,Michael Bay,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,Action|Adventure|Romance|Sci-Fi|Thriller,6.9,126000000,35799026,-0.715880746,FLOP
281,Town & Country,Peter Chelsom,Del Zamora,Warren Beatty,Garry Shandling,Comedy|Romance,4.4,90000000,6712451,-0.925417211,FLOP
282,Gone in Sixty Seconds,Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,Action|Crime|Thriller,6.5,90000000,101643008,0.129366756,HIT
283,Gladiator,Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed,Action|Drama|Romance,8.5,103000000,187670866,0.822047243,HIT
284,Minority Report,Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw,Action|Mystery|Sci-Fi|Thriller,7.7,102000000,132014112,0.294256,HIT
285,Harry Potter and the Chamber of Secrets,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure|Family|Fantasy|Mystery,7.4,100000000,261970615,1.61970615,HIT
286,Casino Royale,Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,Action|Adventure|Thriller,8,150000000,167007184,0.113381227,HIT
287,Planet of the Apes,Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Action|Adventure|Sci-Fi|Thriller,5.7,100000000,180011740,0.8001174,HIT
288,Terminator 2: Judgment Day,James Cameron,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,Action|Sci-Fi,8.5,102000000,204843350,1.008268137,HIT
289,Public Enemies,Michael Mann,Johnny Depp,Christian Bale,Stephen Graham,Biography|Crime|Drama|History|Romance,7,100000000,97030725,-0.02969275,FLOP
290,American Gangster,Ridley Scott,Denzel Washington,Ruby Dee,RZA,Biography|Crime|Drama,7.8,100000000,130127620,0.3012762,HIT
291,True Lies,James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold,Action|Comedy|Thriller,7.2,115000000,146282411,0.272020965,HIT
292,The Taking of Pelham 1 2 3,Tony Scott,Denzel Washington,Ramon Rodriguez,Michael Rispoli,Action|Crime|Thriller,6.4,100000000,65452312,-0.34547688,FLOP
293,Little Fockers,Paul Weitz,Robert De Niro,Blythe Danner,Teri Polo,Comedy|Romance,5.5,100000000,148383780,0.4838378,HIT
294,The Other Guys,Adam McKay,Dwayne Johnson,Will Ferrell,Derek Jeter,Action|Comedy|Crime,6.7,100000000,119219978,0.19219978,HIT
295,Eraser,Chuck Russell,Vanessa Williams,James Coburn,Roma Maffia,Action|Drama|Mystery|Thriller,6.1,100000000,101228120,0.0122812,HIT
296,Django Unchained,Quentin Tarantino,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,Drama|Western,8.5,100000000,162804648,0.62804648,HIT
297,The Hunchback of Notre Dame,Gary Trousdale,Demi Moore,Jason Alexander,Bill Fagerbakke,Animation|Drama|Family|Musical|Romance,6.9,100000000,100117603,0.00117603,HIT
298,The Emperor's New Groove,Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler,Adventure|Animation|Comedy|Family|Fantasy,7.3,100000000,89296573,-0.10703427,FLOP
299,The Expendables 2,Simon West,Jason Statham,Sylvester Stallone,Bruce Willis,Action|Adventure|Thriller,6.7,92000000,85017401,-0.075897815,FLOP
300,National Treasure,Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse,Action|Adventure|Comedy|Family|Mystery,6.9,100000000,173005002,0.73005002,HIT
301,Eragon,Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,Action|Adventure|Family|Fantasy,5.1,100000000,75030163,-0.24969837,FLOP
302,Where the Wild Things Are,Spike Jonze,Catherine O'Hara,Ryan Corr,Max Records,Adventure|Drama|Family|Fantasy,6.8,100000000,77222184,-0.22777816,FLOP
303,Pan,Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,Adventure|Family|Fantasy,5.8,150000000,34964818,-0.766901213,FLOP
304,Epic,Chris Wedge,Josh Hutcherson,Emma Kenney,Troy Evans,Adventure|Animation|Family|Fantasy,6.7,100000000,107515297,0.07515297,HIT
305,The Tourist,Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,Action|Romance|Thriller,6,100000000,67631157,-0.32368843,FLOP
306,End of Days,Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier,Action|Fantasy|Horror|Mystery,5.7,83000000,66862068,-0.194432916,FLOP
307,Blood Diamond,Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,Adventure|Drama|Thriller,8,100000000,57366262,-0.42633738,FLOP
308,The Wolf of Wall Street,Martin Scorsese,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,Biography|Comedy|Crime|Drama,8.2,100000000,116866727,0.16866727,HIT
309,Batman Forever,Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar,Action|Adventure|Fantasy,5.4,100000000,184031112,0.84031112,HIT
310,Starship Troopers,Paul Verhoeven,Jake Busey,Patrick Muldoon,Seth Gilliam,Action|Sci-Fi|War,7.2,105000000,54700065,-0.479047,FLOP
311,Cloud Atlas,Tom Tykwer,Tom Hanks,Jim Sturgess,Jim Broadbent,Drama|Sci-Fi,7.5,102000000,27098580,-0.734327647,FLOP
